ORDER_ID,CUST_ID,CUST_NAME,PRODUCT_ID,PRODUCT_CAT,PRODUCT_NAME,PAYMENT_TYPE,QTY,PRICE,DATETIME,COUNTRY,CITY,WEBSITE,PAYMENT_ID,PAYMENT_SUCCESS,FAILURE_REASON
3675,3729,Randy Smith,2965,Health,Tylenol,Mobile Payments,42,988,2022-05-18 02:33,Germany,Munich,Amazon.com,19,Y,Payment Successful
3676,3227,Maria Payne,7191,Home Appliances,Undefined,Mobile Payments,17,354,2022-05-18 02:33,Japan,Osaka,Walmart.com,45,N,I entered my card info wrong by accident
3677,4055,Jordan Hoffman,8120,Home Appliances,Couch,Debit Card,57,634,2022-05-18 02:33,South Korea,Incheon,Walmart.com,73,Y,Payment Successful
3678,4671,Shari Flores,5873,Health,Tylenol,Debit Card,29,571,2022-01-23 10:33,South Korea,Incheon,Amazon.com,42,N,I entered my card info wrong by accident
3679,6133,Sherry Harrison,5710,Home Appliances,Couch,Credit Card,28,331,2022-05-18 02:33,Italy,Milan,Target.com,65,Y,Payment Successful
3680,8955,Taylor Bailey,1407,Gardening,Rake,Credit Card,14,553,2022-01-23 10:33,United States,Chicago,Ebay.com,64,N,I entered my card info wrong by accident
3681,2596,Juan Armstrong,4924,Technology,Tablet,Credit Card,8,373,2022-06-23 05:15,Mexico,Iztapalapa,Amazon.com,66,Y,Payment Successful
3682,1873,John Small,9712,Gardening,Hoe,Credit Card,17,577,2022-05-18 02:33,United States,San Francisco,Ebay.com,3,N,I entered my card info wrong by accident
3683,5892,Alexis Campbell,470,Home Appliances,Couch,Debit Card,5,626,2022-06-23 05:15,Japan,Osaka,Alibaba.com,34,N,I didn't have enough
3684,6608,Alexis Campbell,2045,Technology,Undefined,Debit Card,9,468,2022-05-18 02:33,Japan,Sapporo,Ebay.com,82,N,My card was closed
3685,2855,Luis Hayes,9929,Technology,PC,Mobile Payments,40,961,2022-01-23 10:33,South Korea,Daegu,Ebay.com,7,Y,Payment Successful
3686,9023,Ryan Pearson,9901,Clothing,Shirt,Debit Card,53,19,2022-06-23 05:15,China,Guangzhou,Ebay.com,86,Y,Payment Successful
3687,5335,Martin Alvarez,2480,Gardening,Plants,Credit Card,24,477,2022-05-18 02:33,United States,Washington,Alibaba.com,8,N,I didn't have enough
3688,6153,Jessica Davis,8752,Clothing,Shirt,Mobile Payments,84,19,2022-06-23 05:15,Germany,Munich,Amazon.com,42,N,My card was closed
3689,5642,Bryan Salazar,6618,Technology,PC,Credit Card,8,187,2022-06-23 05:15,India,Kolkata,Ebay.com,16,Y,Payment Successful
3690,6739,Stephanie Peters,1886,Clothing,Shoes,Credit Card,27,975,2022-01-23 10:33,China,Beijing,Alibaba.com,33,Y,Payment Successful
3691,4316,Jillian Torres,7484,Health,Advil,Debit Card,7,717,2022-06-23 05:15,South Korea,Busan,Walmart.com,88,N,I entered my card info wrong by accident
3692,65,Daisy Galvan,108,Health,Nyquill,Mobile Payments,38,287,2022-01-23 10:33,France,Nantes,Alibaba.com,100,N,I didn't have enough
3693,9151,Brittany Montgomery,448,Health,Tylenol,Debit Card,28,689,2022-06-23 05:15,Brazil,Fortaleza,Walmart.com,97,Y,Payment Successful
3694,8824,Hunter Gonzalez,910,Gardening,Rake,Mobile Payments,79,696,2022-05-18 02:33,South Korea,Seoul,Ebay.com,21,Y,Payment Successful
3695,98,Adam Weber,75,Home Appliances,Table,Mobile Payments,10,199,2022-04-07 9:30,United States,San Jose,Amazon.com,71,N,I didn't have enough
3696,2107,Leah Ochoa,4247,Gardening,Hoe,Debit Card,86,208,2022-05-18 02:33,United States,Chicago,Walmart.com,100,Y,Payment Successful
3697,3029,Brandon Torres,2522,Home Appliances,Couch,Mobile Payments,22,77,2022-01-23 10:33,France,Paris,Walmart.com,62,N,I entered my card info wrong by accident
3698,8017,Karen Hall,7783,Clothing,Shoes,Credit Card,41,494,2022-06-23 05:15,Mexico,Ecatepec de Morelos,Walmart.com,29,Y,Payment Successful
3699,2936,Matthew Santos,3866,Gardening,Plants,Mobile Payments,28,805,2022-05-18 02:33,Japan,Tokyo,Alibaba.com,99,Y,Payment Successful
3700,2618,Warren Boyle,5479,Home Appliances,Table,Credit Card,74,725,2022-01-23 10:33,France,Nice,Amazon.com,19,Y,Payment Successful
3701,4573,Elizabeth Newman,2965,Gardening,Hoe,Mobile Payments,99,812,2022-06-23 05:15,Brazil,Sao Paulo,Target.com,84,Y,Payment Successful
3702,7741,Jordan Hoffman,1818,Home Appliances,Table,Debit Card,40,29,2022-04-07 9:30,India,Bengaluru,Ebay.com,69,Y,Payment Successful
3703,2040,Evan Munoz,1623,Gardening,Hoe,Debit Card,99,808,2022-05-18 02:33,Germany,Koeln,Target.com,100,N,My card was closed
3704,1145,Jennifer Lee,8029,Clothing,Shirt,Mobile Payments,92,246,2022-06-23 05:15,Brazil,Brasilia,Target.com,17,Y,Payment Successful
3705,7256,Renee Wilson,9730,Clothing,Shoes,Debit Card,10,396,2022-05-18 02:33,Mexico,Iztapalapa,Ebay.com,85,N,I didn't have enough
3706,7362,Ryan Pearson,6640,Gardening,Rake,Credit Card,21,922,2022-04-07 9:30,South Korea,Daegu,Alibaba.com,52,Y,Payment Successful
3707,8797,Carrie Doyle,2382,Technology,Tablet,Mobile Payments,7,996,2022-04-07 9:30,United States,San Francisco,Walmart.com,11,Y,Payment Successful
3708,5242,Stephanie Peters,6752,Gardening,Rake,Debit Card,32,839,2022-04-07 9:30,United States,San Francisco,Walmart.com,44,Y,Payment Successful
3709,9694,Melissa Hamilton,9601,Health,Advil,Debit Card,54,348,2022-04-07 9:30,Germany,Koeln,Amazon.com,9,Y,Payment Successful
3710,8285,Bryan Salazar,2040,Home Appliances,Undefined,Mobile Payments,42,934,2022-04-07 9:30,Italy,Turin,Amazon.com,15,Y,Payment Successful
3711,8739,Ryan Pearson,6826,Home Appliances,Bed,Credit Card,98,850,2022-06-23 05:15,United States,Philadelphia,Alibaba.com,22,N,I entered my card info wrong by accident
3712,4682,Anne Shah,6205,Home Appliances,Table,Credit Card,2,601,2022-06-23 05:15,United States,Washington,Ebay.com,63,N,I entered my card info wrong by accident
3713,9547,Randy Smith,3468,Technology,Undefined,Mobile Payments,63,706,2022-04-07 9:30,China,Guangzhou,Walmart.com,92,N,I entered my card info wrong by accident
3714,1580,Jessica Davis,4074,Gardening,Hoe,Debit Card,55,690,2022-04-07 9:30,United States,Chicago,Amazon.com,12,Y,Payment Successful
3715,6001,Hunter Gonzalez,8666,Gardening,Hoe,Debit Card,13,281,2022-05-18 02:33,Italy,Milan,Ebay.com,100,N,My card was closed
3716,3487,Warren Boyle,7594,Health,Nyquill,Credit Card,43,654,2022-01-23 10:33,Mexico,Ecatepec de Morelos,Walmart.com,7,Y,Payment Successful
3717,9199,Henry Hoffman,7340,Clothing,Shirt,Mobile Payments,98,937,2022-06-23 05:15,United States,Los Angeles,Alibaba.com,12,Y,Payment Successful
3718,7623,Holly Fisher,2298,Clothing,Shirt,Debit Card,35,536,2022-01-23 10:33,Germany,Berlin,Alibaba.com,14,N,I didn't have enough
3719,3228,Bryan Salazar,1294,Health,Advil,Mobile Payments,95,940,2022-06-23 05:15,China,Tianjin,Alibaba.com,89,Y,Payment Successful
3720,5509,Mary Ramsey,2501,Home Appliances,Bed,Debit Card,78,433,2022-04-07 9:30,China,Guangzhou,Alibaba.com,89,N,I entered my card info wrong by accident
3721,8475,Melissa Hamilton,821,Technology,Tablet,Credit Card,80,797,2022-01-23 10:33,Mexico,Mexico City,Alibaba.com,27,Y,Payment Successful
3722,5791,Randy Smith,255,Health,Advil,Mobile Payments,86,341,2022-06-23 05:15,South Korea,Incheon,Walmart.com,89,Y,Payment Successful
3723,1979,Crystal Tucker,1264,Technology,Undefined,Credit Card,49,809,2022-05-18 02:33,Germany,Berlin,Amazon.com,7,Y,Payment Successful
3724,8423,Jillian Torres,437,Health,Advil,Debit Card,1,969,2022-04-07 9:30,Germany,Frankfurt am Main,Target.com,8,Y,Payment Successful
3725,4995,James Cervantes,4318,Clothing,Dress,Debit Card,62,918,2022-05-18 02:33,South Korea,Daegu,Alibaba.com,35,Y,Payment Successful
3726,3384,Jenna Schultz,2202,Gardening,Plants,Debit Card,78,541,2022-01-23 10:33,India,Kolkata,Ebay.com,94,N,My card was closed
3727,7424,Kelly Mclaughlin,7400,Technology,Tablet,Debit Card,16,815,2022-01-23 10:33,India,Mumbai,Target.com,95,Y,Payment Successful
3728,3121,Carrie Doyle,3323,Health,Tylenol,Credit Card,75,604,2022-01-23 10:33,South Korea,Busan,Alibaba.com,91,N,My card was closed
3729,2713,Holly Rodriguez,7416,Home Appliances,Couch,Debit Card,76,353,2022-05-18 02:33,United States,New York City,Walmart.com,59,Y,Payment Successful
3730,1551,Jennifer Allen,143,Health,Nyquill,Credit Card,94,544,2022-05-18 02:33,Brazil,Belo Horizonte,Alibaba.com,40,Y,Payment Successful
3731,7853,Michael Thompson,9614,Health,Nyquill,Debit Card,26,795,2022-04-07 9:30,Japan,Kyoto,Amazon.com,65,N,I didn't have enough
3732,2043,Robin Burns,9835,Clothing,Shoes,Mobile Payments,20,904,2022-05-18 02:33,Germany,Hamburg,Amazon.com,85,Y,Payment Successful
3733,5323,Laurie Maxwell,9797,Gardening,Rake,Credit Card,87,832,2022-04-07 9:30,India,Kolkata,Walmart.com,79,N,My card was closed
3734,432,Karen Hall,6694,Home Appliances,Table,Credit Card,76,796,2022-05-18 02:33,Mexico,Ecatepec de Morelos,Alibaba.com,76,Y,Payment Successful
3735,7822,Eric Hernandez,1361,Home Appliances,Undefined,Mobile Payments,22,853,2022-06-23 05:15,Brazil,Sao Paulo,Ebay.com,10,Y,Payment Successful
3736,6687,Matthew Santos,7236,Health,Advil,Debit Card,59,844,2022-06-23 05:15,United States,San Francisco,Amazon.com,50,N,My card was closed
3737,8435,Joe Weaver,6025,Clothing,Shoes,Debit Card,21,699,2022-01-23 10:33,Italy,Rome,Target.com,17,Y,Payment Successful
3738,4649,Alexis Campbell,8511,Home Appliances,Undefined,Debit Card,45,156,2022-05-18 02:33,France,Lyon,Target.com,21,N,I entered my card info wrong by accident
3739,5235,Shari Flores,2386,Technology,Tablet,Debit Card,47,62,2022-04-07 9:30,Brazil,Sao Paulo,Walmart.com,44,N,I entered my card info wrong by accident
3740,509,Luis Hayes,609,Health,Nyquill,Mobile Payments,44,483,2022-06-23 05:15,Germany,Frankfurt am Main,Target.com,91,N,I entered my card info wrong by accident
3741,9741,Philip Peterson,5073,Clothing,Shoes,Credit Card,38,210,2022-04-07 9:30,France,Paris,Amazon.com,34,Y,Payment Successful
3742,3559,Tyler Stephenson,3073,Gardening,Plants,Debit Card,58,231,2022-04-07 9:30,Japan,Tokyo,Alibaba.com,85,N,I entered my card info wrong by accident
3743,6839,Maria Payne,7521,Technology,Tablet,Mobile Payments,11,319,2022-05-18 02:33,United States,New York City,Target.com,4,Y,Payment Successful
3744,5123,James Golden,2321,Gardening,Plants,Credit Card,41,752,2022-01-23 10:33,Mexico,Puebla,Walmart.com,64,Y,Payment Successful
3745,9556,Brandon Holder,2275,Home Appliances,Table,Credit Card,12,992,2022-01-23 10:33,France,Nice,Amazon.com,66,Y,Payment Successful
3746,2338,Holly Fisher,523,Technology,PC,Mobile Payments,12,407,2022-05-18 02:33,United States,Washington,Amazon.com,35,N,My card was closed
3747,7189,Benjamin Mercado,7549,Health,Nyquill,Credit Card,7,241,2022-05-18 02:33,India,Chennai,Target.com,62,Y,Payment Successful
3748,149,Holly Rodriguez,516,Home Appliances,Undefined,Credit Card,10,438,2022-05-18 02:33,India,Bengaluru,Ebay.com,63,Y,Payment Successful
3749,884,Jenna Schultz,6791,Home Appliances,Bed,Mobile Payments,72,57,2022-05-18 02:33,United States,San Jose,Ebay.com,69,Y,Payment Successful
3750,5447,Stefanie Simpson,9521,Home Appliances,Bed,Debit Card,93,257,2022-05-18 02:33,South Korea,Incheon,Target.com,17,Y,Payment Successful
3751,7602,Charlene Martin,8850,Home Appliances,Couch,Debit Card,29,712,2022-05-18 02:33,China,Shanghai,Alibaba.com,88,N,I didn't have enough
3752,5529,Randy Smith,1850,Health,Tylenol,Mobile Payments,32,67,2022-01-23 10:33,China,Beijing,Target.com,100,Y,Payment Successful
3753,2222,Renee Wilson,3804,Health,Advil,Debit Card,53,917,2022-04-07 9:30,Mexico,Mexico City,Target.com,33,N,My card was closed
3754,7668,Henry Hoffman,5942,Technology,Undefined,Debit Card,23,700,2022-01-23 10:33,United States,Philadelphia,Walmart.com,71,Y,Payment Successful
3755,987,Cynthia Fleming,9714,Home Appliances,Couch,Mobile Payments,37,221,2022-01-23 10:33,France,Toulouse,Target.com,24,Y,Payment Successful
3756,5579,John Small,5378,Technology,Tablet,Credit Card,2,377,2022-04-07 9:30,India,Kolkata,Target.com,94,Y,Payment Successful
3757,6641,Michael Brooks,9769,Technology,PC,Credit Card,78,673,2022-05-18 02:33,India,Kolkata,Target.com,43,Y,Payment Successful
3758,7663,Adam Weber,2347,Home Appliances,Couch,Mobile Payments,81,675,2022-04-07 9:30,France,Lyon,Target.com,40,N,I didn't have enough
3759,3009,Barbara Watson,6182,Technology,Tablet,Mobile Payments,70,646,2022-06-23 05:15,France,Nice,Amazon.com,12,N,I didn't have enough
3760,1127,Heather Thompson,4049,Health,Tylenol,Debit Card,78,298,2022-01-23 10:33,Italy,Milan,Walmart.com,53,N,I didn't have enough
3761,1895,Sherry Flores,1483,Clothing,Shirt,Mobile Payments,43,869,2022-01-23 10:33,India,Delhi,Walmart.com,92,Y,Payment Successful
3762,3967,Eric Hernandez,3321,Clothing,Dress,Credit Card,29,127,2022-06-23 05:15,Mexico,Ecatepec de Morelos,Amazon.com,97,N,I didn't have enough
3763,9951,Taylor Thomas,137,Health,Tylenol,Credit Card,90,906,2022-05-18 02:33,United States,San Jose,Ebay.com,81,N,I didn't have enough
3764,1320,Brooke Davis,9259,Home Appliances,Undefined,Debit Card,12,386,2022-04-07 9:30,United States,San Francisco,Target.com,51,Y,Payment Successful
3765,1552,Rachel Hayes,4935,Clothing,Dress,Mobile Payments,83,461,2022-05-18 02:33,Germany,Berlin,Target.com,64,N,I didn't have enough
3766,2085,Michael Thompson,9408,Gardening,Plants,Mobile Payments,78,80,2022-04-07 9:30,India,Mumbai,Walmart.com,99,N,I entered my card info wrong by accident
3767,952,Alex Rodgers,8311,Technology,Undefined,Debit Card,7,720,2022-05-18 02:33,Japan,Sapporo,Ebay.com,71,Y,Payment Successful
3768,8595,Jillian Torres,8149,Technology,PC,Credit Card,69,269,2022-06-23 05:15,Mexico,Ecatepec de Morelos,Alibaba.com,34,N,I didn't have enough
3769,8062,Alexis Campbell,539,Technology,PC,Debit Card,60,857,2022-06-23 05:15,United States,San Francisco,Walmart.com,75,N,I didn't have enough
3770,1215,Tina Perry,4472,Home Appliances,Table,Credit Card,89,991,2022-06-23 05:15,Brazil,Fortaleza,Ebay.com,31,N,My card was closed
3771,1971,Leah Ochoa,2168,Home Appliances,Table,Mobile Payments,38,111,2022-05-18 02:33,South Korea,Busan,Ebay.com,31,N,I entered my card info wrong by accident
3772,7572,Barbara Watson,5076,Health,Advil,Credit Card,17,606,2022-06-23 05:15,Germany,Hamburg,Target.com,101,Y,Payment Successful
3773,2665,Christina Pierce,3641,Clothing,Shirt,Debit Card,21,206,2022-01-23 10:33,China,Tianjin,Alibaba.com,40,Y,Payment Successful
3774,2133,Austin Martin,5031,Gardening,Rake,Mobile Payments,53,269,2022-06-23 05:15,Italy,Naples,Ebay.com,62,N,My card was closed
3775,9035,Benjamin Mercado,8205,Gardening,Plants,Mobile Payments,3,795,2022-04-07 9:30,France,Lyon,Alibaba.com,69,N,I entered my card info wrong by accident
3776,5223,Benjamin Mercado,7291,Gardening,Hoe,Credit Card,71,767,2022-04-07 9:30,Italy,Rome,Ebay.com,46,Y,Payment Successful
3777,3397,Ryan Pearson,866,Gardening,Plants,Credit Card,84,849,2022-04-07 9:30,Germany,Hamburg,Ebay.com,81,Y,Payment Successful
3778,6495,Mary Huber,9175,Technology,PC,Credit Card,86,826,2022-04-07 9:30,South Korea,Busan,Amazon.com,61,Y,Payment Successful
3779,8711,Tina Perry,8874,Clothing,Shoes,Credit Card,1,943,2022-05-18 02:33,South Korea,Seoul,Amazon.com,46,N,I entered my card info wrong by accident
3780,4633,Jillian Torres,8026,Home Appliances,Bed,Credit Card,75,938,2022-01-23 10:33,Brazil,Fortaleza,Target.com,73,Y,Payment Successful
3781,8069,Nathaniel Morgan,7708,Gardening,Plants,Mobile Payments,32,691,2022-05-18 02:33,Brazil,Brasilia,Target.com,73,Y,Payment Successful
3782,5357,Austin Martin,7684,Technology,Undefined,Mobile Payments,58,486,2022-05-18 02:33,United States,Philadelphia,Ebay.com,95,Y,Payment Successful
3783,6816,Renee Wilson,9097,Home Appliances,Couch,Debit Card,69,227,2022-06-23 05:15,Italy,Milan,Ebay.com,21,Y,Payment Successful
3784,9466,Abigail Brooks,5869,Home Appliances,Bed,Debit Card,66,970,2022-01-23 10:33,India,Mumbai,Amazon.com,67,N,I didn't have enough
3785,5537,Charlene Martin,2020,Health,Nyquill,Mobile Payments,100,763,2022-01-23 10:33,South Korea,Busan,Alibaba.com,78,Y,Payment Successful
3786,8134,Jordan Moore,9336,Clothing,Shirt,Credit Card,69,435,2022-05-18 02:33,Mexico,Puebla,Alibaba.com,72,Y,Payment Successful
3787,3334,Joseph Higgins,4674,Gardening,Plants,Credit Card,30,323,2022-01-23 10:33,South Korea,Incheon,Walmart.com,89,Y,Payment Successful
3788,2062,Jennifer Allen,3849,Technology,Wires,Credit Card,85,148,2022-01-23 10:33,United States,Undefined,Amazon.com,51,Y,Payment Successful
3789,2295,Jennifer Allen,9722,Clothing,Shoes,Credit Card,83,701,2022-04-07 9:30,Brazil,Belo Horizonte,Amazon.com,41,Y,Payment Successful
3790,7574,Leah Ochoa,9489,Technology,Tablet,Debit Card,78,992,2022-05-18 02:33,United States,Chicago,Amazon.com,63,N,My card was closed
3791,7933,Brandon Torres,5345,Gardening,Hoe,Debit Card,72,582,2022-01-23 10:33,South Korea,Seoul,Target.com,26,N,I entered my card info wrong by accident
3792,2773,Joshua Evans,6426,Gardening,Rake,Mobile Payments,7,475,2022-05-18 02:33,China,Guangzhou,Walmart.com,99,N,My card was closed
3793,4814,Anthony Spencer,1302,Home Appliances,Table,Mobile Payments,29,252,2022-05-18 02:33,United States,Chicago,Walmart.com,87,Y,Payment Successful
3794,9184,Henry Hoffman,6229,Home Appliances,Undefined,Credit Card,49,52,2022-04-07 9:30,France,Nice,Walmart.com,85,N,My card was closed
3795,1819,Matthew Santos,820,Technology,Wires,Debit Card,60,281,2022-01-23 10:33,India,Mumbai,Ebay.com,35,Y,Payment Successful
3796,3913,Martin Alvarez,4559,Clothing,Dress,Credit Card,25,443,2022-05-18 02:33,Mexico,Puebla,Alibaba.com,3,N,My card was closed
3797,2277,Cynthia Fleming,1546,Home Appliances,Bed,Credit Card,24,739,2022-06-23 05:15,Germany,Frankfurt am Main,Amazon.com,44,Y,Payment Successful
3798,7800,Sherry Flores,9903,Clothing,Shoes,Mobile Payments,14,302,2022-04-07 9:30,Japan,Osaka,Ebay.com,40,N,My card was closed
3799,9752,James Nelson,4756,Health,Advil,Mobile Payments,65,638,2022-06-23 05:15,United States,Chicago,Walmart.com,92,Y,Payment Successful
3800,4384,Heidi Molina,3905,Technology,Tablet,Debit Card,50,115,2022-05-18 02:33,Germany,Berlin,Alibaba.com,98,Y,Payment Successful
3801,8334,Melissa Hamilton,4991,Gardening,Rake,Debit Card,57,739,2022-01-23 10:33,Mexico,Guadalajara,Ebay.com,94,N,I entered my card info wrong by accident
3802,5777,Jennifer Lee,8584,Health,Tylenol,Debit Card,98,713,2022-06-23 05:15,United States,San Jose,Amazon.com,8,Y,Payment Successful
3803,1216,Eric Hernandez,9721,Technology,PC,Credit Card,82,289,2022-04-07 9:30,India,Chennai,Target.com,90,Y,Payment Successful
3804,7748,Kelly Mclaughlin,3341,Health,Tylenol,Debit Card,78,560,2022-04-07 9:30,Italy,Turin,Alibaba.com,19,N,My card was closed
3805,358,Tina Perry,5120,Clothing,Shirt,Debit Card,42,895,2022-05-18 02:33,United States,San Jose,Ebay.com,28,Y,Payment Successful
3806,7091,Robin Burns,2229,Gardening,Plants,Debit Card,17,931,2022-01-23 10:33,India,Kolkata,Amazon.com,85,N,I entered my card info wrong by accident
3807,1007,Barbara Watson,8012,Gardening,Hoe,Debit Card,38,228,2022-04-07 9:30,China,Beijing,Target.com,51,N,I didn't have enough
3808,8267,Jordan Hoffman,33,Gardening,Plants,Credit Card,14,337,2022-05-18 02:33,Mexico,Guadalajara,Amazon.com,1,Y,Payment Successful
3809,8432,Joshua Evans,1879,Home Appliances,Bed,Debit Card,20,714,2022-06-23 05:15,China,Guangzhou,Target.com,59,Y,Payment Successful
3810,5225,Tamara Wilson,1424,Health,Tylenol,Mobile Payments,100,643,2022-01-23 10:33,Italy,Naples,Target.com,91,Y,Payment Successful
3811,9130,Stefanie Simpson,275,Clothing,Dress,Mobile Payments,40,245,2022-05-18 02:33,South Korea,Incheon,Ebay.com,14,Y,Payment Successful
3812,7660,Maria Payne,5332,Gardening,Rake,Credit Card,31,266,2022-05-18 02:33,South Korea,Seoul,Amazon.com,39,N,My card was closed
3813,6768,Bryan Salazar,2081,Gardening,Plants,Credit Card,16,405,2022-01-23 10:33,Brazil,Sao Paulo,Target.com,82,N,I entered my card info wrong by accident
3814,4301,Ryan Pearson,8112,Home Appliances,Undefined,Mobile Payments,95,238,2022-05-18 02:33,Brazil,Fortaleza,Walmart.com,45,N,My card was closed
3815,9828,Maria Payne,1259,Clothing,Dress,Mobile Payments,80,909,2022-04-07 9:30,Japan,Sapporo,Walmart.com,71,Y,Payment Successful
3816,2728,Eric Hernandez,9238,Clothing,Dress,Mobile Payments,56,278,2022-01-23 10:33,Germany,Frankfurt am Main,Amazon.com,14,Y,Payment Successful
3817,1508,Anne Shah,4724,Gardening,Plants,Credit Card,7,358,2022-05-18 02:33,Brazil,Fortaleza,Amazon.com,34,Y,Payment Successful
3818,2734,Rachel Hayes,2428,Home Appliances,Couch,Credit Card,2,451,2022-05-18 02:33,Japan,Kyoto,Amazon.com,73,N,My card was closed
3819,8408,Benjamin Mercado,7852,Health,Nyquill,Mobile Payments,91,716,2022-05-18 02:33,Mexico,Puebla,Amazon.com,21,Y,Payment Successful
3820,2764,Luis Hayes,4107,Technology,Wires,Debit Card,29,189,2022-04-07 9:30,United States,Philadelphia,Ebay.com,81,Y,Payment Successful
3821,9413,Kevin Mendoza,8295,Home Appliances,Bed,Mobile Payments,92,869,2022-01-23 10:33,China,Shanghai,Ebay.com,12,Y,Payment Successful
3822,1573,Christina Pierce,4390,Technology,Undefined,Debit Card,29,647,2022-04-07 9:30,Italy,Turin,Target.com,94,Y,Payment Successful
3823,1144,Tyler Stephenson,1404,Gardening,Hoe,Mobile Payments,96,445,2022-04-07 9:30,Mexico,Iztapalapa,Amazon.com,54,Y,Payment Successful
3824,3401,Maria Payne,126,Clothing,Shoes,Debit Card,92,255,2022-04-07 9:30,Germany,Munich,Alibaba.com,56,N,I entered my card info wrong by accident
3825,1238,Jordan Moore,6362,Health,Advil,Credit Card,50,315,2022-01-23 10:33,United States,Washington,Ebay.com,34,N,I didn't have enough
3826,1568,Ronald Gamble,8150,Home Appliances,Bed,Credit Card,38,85,2022-04-07 9:30,China,Tianjin,Ebay.com,10,Y,Payment Successful
3827,2328,Beth Wright,3017,Gardening,Plants,Mobile Payments,94,14,2022-05-18 02:33,Italy,Milan,Amazon.com,1,N,My card was closed
3828,9765,Alexis Campbell,2874,Clothing,Shoes,Mobile Payments,79,502,2022-01-23 10:33,France,Lyon,Target.com,68,Y,Payment Successful
3829,3026,Taylor Bailey,723,Technology,Tablet,Credit Card,69,730,2022-01-23 10:33,Brazil,Fortaleza,Ebay.com,11,N,I didn't have enough
3830,6115,Katrina Lynn,9232,Clothing,Dress,Mobile Payments,49,950,2022-01-23 10:33,United States,Houston,Ebay.com,22,N,I entered my card info wrong by accident
3831,1293,Benjamin Chavez,2566,Health,Nyquill,Mobile Payments,32,151,2022-04-07 9:30,Italy,Rome,Alibaba.com,98,N,My card was closed
3832,7939,Rachel Hayes,5504,Gardening,Hoe,Credit Card,47,133,2022-05-18 02:33,Mexico,Ecatepec de Morelos,Ebay.com,22,Y,Payment Successful
3833,8031,Warren Boyle,2642,Home Appliances,Undefined,Debit Card,45,992,2022-04-07 9:30,Italy,Naples,Alibaba.com,67,N,I entered my card info wrong by accident
3834,1297,Brandon Holder,1000,Home Appliances,Couch,Mobile Payments,100,246,2022-06-23 05:15,Germany,Munich,Amazon.com,36,Y,Payment Successful
3835,2548,Joshua Evans,5693,Clothing,Shoes,Debit Card,82,734,2022-04-07 9:30,France,Lyon,Amazon.com,34,Y,Payment Successful
3836,9827,Theresa Young,9202,Technology,Wires,Credit Card,45,483,2022-01-23 10:33,United States,San Francisco,Amazon.com,7,Y,Payment Successful
3837,807,Brooke Davis,3571,Clothing,Dress,Credit Card,24,871,2022-01-23 10:33,China,Beijing,Alibaba.com,92,N,I entered my card info wrong by accident
3838,278,Glenn Jones,9694,Gardening,Rake,Credit Card,55,780,2022-01-23 10:33,Germany,Hamburg,Amazon.com,11,Y,Payment Successful
3839,3674,Laurie Maxwell,3021,Clothing,Dress,Debit Card,75,105,2022-04-07 9:30,France,Toulouse,Ebay.com,5,Y,Payment Successful
3840,5649,Brooke Davis,1308,Technology,PC,Debit Card,85,171,2022-04-07 9:30,Germany,Frankfurt am Main,Ebay.com,60,N,I entered my card info wrong by accident
3841,4530,Kathryn Newman,530,Gardening,Plants,Mobile Payments,35,852,2022-06-23 05:15,United States,Washington,Alibaba.com,80,Y,Payment Successful
3842,3851,John Cox,6105,Home Appliances,Undefined,Mobile Payments,11,447,2022-04-07 9:30,Japan,Tokyo,Alibaba.com,71,N,I didn't have enough
3843,3999,Jennifer Allen,9028,Gardening,Rake,Mobile Payments,39,233,2022-01-23 10:33,Germany,Berlin,Ebay.com,40,N,I didn't have enough
3844,7177,Mary Ramsey,2786,Clothing,Shoes,Debit Card,27,582,2022-01-23 10:33,South Korea,Daegu,Alibaba.com,26,Y,Payment Successful
3845,7079,Adam Weber,2770,Technology,Undefined,Debit Card,4,36,2022-01-23 10:33,Germany,Frankfurt am Main,Walmart.com,65,Y,Payment Successful
3846,2806,Juan Armstrong,7835,Clothing,Shirt,Credit Card,3,252,2022-06-23 05:15,India,Kolkata,Target.com,79,N,My card was closed
3847,1572,Nathaniel Morgan,5417,Home Appliances,Undefined,Debit Card,41,66,2022-01-23 10:33,India,Kolkata,Target.com,3,N,I didn't have enough
3848,1117,Evan Munoz,145,Technology,Undefined,Mobile Payments,34,676,2022-05-18 02:33,Germany,Frankfurt am Main,Target.com,61,Y,Payment Successful
3849,7346,Michael Brooks,101,Home Appliances,Bed,Credit Card,30,794,2022-05-18 02:33,Brazil,Brasilia,Target.com,74,Y,Payment Successful
3850,3445,Jenna Schultz,9365,Health,Tylenol,Debit Card,75,823,2022-05-18 02:33,Brazil,Sao Paulo,Ebay.com,74,Y,Payment Successful
3851,6631,Katrina Lynn,5480,Technology,Undefined,Debit Card,49,231,2022-04-07 9:30,United States,Chicago,Alibaba.com,84,Y,Payment Successful
3852,4285,,4655,Health,Tylenol,Debit Card,72,122,2022-04-07 9:30,Mexico,Puebla,Ebay.com,100,Y,Payment Successful
3853,7539,Evan Munoz,222,Technology,Wires,Debit Card,13,711,2022-01-23 10:33,China,Tianjin,Walmart.com,18,N,My card was closed
3854,5226,Katherine Martin,8456,Gardening,Plants,Debit Card,27,418,2022-06-23 05:15,France,Toulouse,Ebay.com,66,N,My card was closed
